 400,  30,  20,  5012, 
 400,  60,  20,  5016, 
 300,  50,  26,  5020, 
 600,  60,  20,  5012, 
 100,  50,  20,  5012, 
 300,  30,  26,  5016, 
 500,  60,  20,  5016, 
 500,  60,  30,  5016, 
 500,  40,  30,  5012, 
 500,  40,  30,  5016, 
 100,  50,  20,  5012, 
 500,  30,  20,  5016, 
 500,  50,  30,  5016, 
 300,  50,  26,  5016, 
 600,  60,  16,  5012, 
 400,  50,  16,  5012, 
 400,  50,  30,  5012, 
 500,  30,  26,  5016, 
 600,  50,  30,  5012, 
 600,  60,  26,  5012, 
 700,  30,  36,  5012, 
 100,  30,  16,  5012, 
 600,  50,  20,  5012, 
 600,  60,  30,  5016, 
 300,  30,  26,  5016, 
 400,  50,  30,  5012, 
 500,  40,  20,  5012, 
 400,  30,  30,  5012, 
 400,  30,  30,  5016, 
 500,  60,  20,  5012, 
 200,  40,  16,  5008, 
 100,  40,  36,  5012, 
 600,  40,  26,  5012, 
 500,  40,  20,  5016, 
 400,  70,  30,  5016, 
 500,  50,  20,  5012, 
 400,  40,  40,  5012, 
 400,  30,  20,  5012, 
 700,  40,  36,  5012, 
 500,  60,  20,  5012, 
 300,  50,  20,  5012, 
 300,  40,  20,  5012, 
 500,  60,  30,  5012, 
 400,  40,  40,  5012, 
 500,  40,  26,  5016, 
 300,  30,  36,  5012, 
 400,  10,  40,  5016, 
 200,  50,  16,  5016, 
 300,  60,  20,  5016, 
 500,  60,  16,  5016, 
 400,  50,  16,  5016, 
 400,  40,  26,  5016, 
 600,  50,  20,  5012, 
 400,  70,  10,  5012, 
 500,  50,  20,  5012, 
 700,  60,  30,  5012, 
 300,  50,  26,  5012, 
 500,  50,  26,  5020, 
 500,  50,  30,  5012, 
 300,  40,  16,  5016, 
 500,  40,  20,  5016, 
 400,  60,  20,  5016, 
 400,  30,  26,  5012, 
 500,  30,  16,  5016, 
 300,  10,  20,  5012, 
 400,  30,  20,  5012, 
 500,  40,  30,  5012, 
 500,  50,  26,  5016, 
 100,  50,  20,  5016, 
 700,  50,  6,  5012, 
 100,  50,  20,  5012, 
 300,  40,  16,  5012, 
 400,  40,  20,  5016, 
 700,  60,  30,  5016, 
 400,  60,  26,  5012, 
 300,  30,  30,  5016, 
 400,  40,  30,  5012, 
 600,  30,  30,  5016, 
 300,  60,  26,  5016, 
 400,  40,  10,  5012, 
 600,  30,  30,  5012, 
 100,  60,  30,  5008, 
 400,  60,  20,  5012, 
 100,  50,  16,  5016, 
 400, 
